"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MSTRG.105",14.2643834523375,-0.730015175475745,0.590841798932485,-1.23555099993723,0.216625508118682,0.395897497191724
"MSTRG.106",12.1038284533421,-1.69645592423725,1.33128775049284,-1.27429695316375,0.20255819590736,0.37677199000061
"MSTRG.106|POB31",29.4253826069366,-0.597124891004683,0.469106806358972,-1.27289752122622,0.203054408977399,0.377165439177788
"MSTRG.107",0.509450805583977,-2.46518667023634,3.46050856071079,-0.712376989389673,0.476231360676558,0.672690019727759
"MSTRG.108|FAP23",156.417616163463,-1.8417603163224,0.516732048424937,-3.56424634766957,0.000364903127767585,0.00200193029133186
"MSTRG.109",94.6605707216119,0.560172685538938,0.240586906619938,2.32835898432269,0.0198930496586643,0.0612707354324771
"MSTRG.110",384.173332619727,-1.54207886406208,0.264981630047825,-5.81956894062338,5.89995855106774e-09,8.0720775425882e-08
"Cre01.g006450_4532.v6.1",2.00642067613452,1.58662669898456,1.36504354329736,1.16232680398748,0.245102742851427,0.430235553257369
"Cre01.g006600_4532.v6.1",1.00275353516877,0.000266967362042383,1.7333455934261,0.000154018542554287,0.999877110983304,0.999980657572252
"Cre01.g800012_4532.v6.1",1.00275353516877,0.000266967362042383,1.7333455934261,0.000154018542554287,0.999877110983304,0.999980657572252
"Cre01.g800013_4532.v6.1",1.00275353516877,0.000266967362042383,1.7333455934261,0.000154018542554287,0.999877110983304,0.999980657572252
"Cre01.g800014_4532.v6.1",1.16942020183544,-0.41485234314089,1.64240981416134,-0.252587593890339,0.800586917861187,0.902739968803259
"Cre01.g800015_4532.v6.1",1.1603349316554,0.403620921848811,1.6425313646483,0.245731028664549,0.805890451110771,0.903924762029119
"Cre01.g800016_4532.v6.1",1.16942020183544,-0.41485234314089,1.64240981416134,-0.252587593890339,0.800586917861187,0.902739968803259
"Cre01.g800017_4532.v6.1",1.1603349316554,0.403620921848811,1.6425313646483,0.245731028664549,0.805890451110771,0.903924762029119
"Cre28.g757647_4532.v6.1",0.324248063153302,9.90950307133824e-05,4.05128226259454,2.44601645331717e-05,0.999980483612366,0.999980657572252
"Cre28.g757747_4532.v6.1",1.6444420851606,-0.00770274659995789,1.3987267591156,-0.00550697021398821,0.995606095698254,0.999980657572252
"Cre01.g800018_4532.v6.1",1.00275353516877,0.000266967362042383,1.7333455934261,0.000154018542554287,0.999877110983304,0.999980657572252
"Cre01.g800019_4532.v6.1",1.00275353516877,0.000266967362042383,1.7333455934261,0.000154018542554287,0.999877110983304,0.999980657572252
"Cre01.g800020_4532.v6.1",3.01145190516855,0.665064821638054,1.09646914817543,0.606551331375581,0.544148707004208,0.728620546063151
"Cre01.g800022_4532.v6.1",0.668500237149544,1.48257221691887,2.32890125072702,0.636597286577112,0.524387193098648,0.712434571104209
"Cre28.g757547_4532.v6.1",1.51367237583168,0.332740283409853,1.47684231478191,0.225305220523146,0.821741838684393,0.908487604409213
"MSTRG.115|PIGA1",67.7792017393381,-0.103268039642808,0.269149819886567,-0.383682365778029,0.701213884199502,0.843774274235523
"MSTRG.116",4.65332965313979,-2.46418481866534,1.3870673359976,-1.77654303775603,0.0756434548492551,0.17900858070757
"MSTRG.117",100.799984334823,1.08753431083464,0.286677984554465,3.79357456598842,0.000148494010884042,0.000898309659449962
"MSTRG.118",12.3557253206056,1.73280501702785,0.62137225118119,2.78867460485063,0.00529242102022886,0.0202014188186311
"MSTRG.119",11.2833354498273,0.664236567211819,0.614551309554098,1.08084802177669,0.279764723067579,0.473209869914711
"MSTRG.97",3470.11641813955,-0.212926906885743,0.196956642938631,-1.08108517544183,0.279659227117821,0.473209869914711
"MSTRG.98",39.9718209592715,0.214906668511668,0.320233994737968,0.67109261366057,0.50216153210528,0.694105125170646
"MSTRG.99|SGA1",1798.28402331548,-1.25472816868373,0.515290404786073,-2.43499230148607,0.0148921065383964,0.048120875964924
"MSTRG.126",27.5959135471794,-0.0674523525758236,0.852086771924635,-0.0791613657180324,0.936904273810298,0.978344278722268
"MSTRG.127",164.095147726863,1.94193633967119,0.238793909497435,8.13226913432667,4.21328095744302e-16,1.39257257092368e-14
"MSTRG.128|MOT42",78.7911164877004,-3.97909403116353,0.549811352331545,-7.23719874878843,4.58046679199126e-13,1.13250794804163e-11
"MSTRG.129",144.375216283703,1.75863806447924,0.359033901341265,4.89825071646268,9.66936090965093e-07,9.19949130709937e-06
"MSTRG.130",39.1788565613466,6.86720397492328,1.07245286169336,6.40326882440336,1.52085064092061e-10,2.67165563418297e-09
"MSTRG.131",53.3633819686565,1.63093182777286,0.437037688861339,3.73178759942214,0.000190125781620958,0.0011211497315319
